Geography,Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over
"Buffalo city, New York",259517,17169,15899,16113,19306,25267,42799,29570,31837,17746,13107,16088,10468,4148
